Date,IT Dep.,CostElement,Country,Budget
1/03/2020,R1,Supplies,Canada,47
1/04/2020,R1,Supplies,Canada,47
1/05/2020,R1,Supplies,Canada,47
1/06/2020,R1,Supplies,Canada,47
1/07/2020,R1,Supplies,Canada,47
1/08/2020,R1,Supplies,Canada,47
1/09/2020,R1,Supplies,Canada,47
1/10/2020,R1,Supplies,Canada,47
1/11/2020,R1,Supplies,Canada,47
1/12/2020,R1,Supplies,Canada,47
1/01/2020,R1,Telecomm,Austria,48
1/02/2020,R1,Telecomm,Austria,48
1/03/2020,R1,Telecomm,Austria,48
1/04/2020,R1,Telecomm,Austria,48
1/05/2020,R1,Telecomm,Austria,48
1/06/2020,R1,Telecomm,Austria,48
1/07/2020,R1,Telecomm,Austria,48
1/08/2020,R1,Telecomm,Austria,48
1/09/2020,R1,Telecomm,Austria,48
1/10/2020,R1,Telecomm,Austria,48
1/11/2020,R1,Telecomm,Austria,48
1/12/2020,R1,Telecomm,Austria,48
1/01/2020,R1,Telecomm,Belgium,144
1/02/2020,R1,Telecomm,Belgium,144
1/03/2020,R1,Telecomm,Belgium,144
1/04/2020,R1,Telecomm,Belgium,144
1/05/2020,R1,Telecomm,Belgium,144
1/06/2020,R1,Telecomm,Belgium,144
1/07/2020,R1,Telecomm,Belgium,144
1/08/2020,R1,Telecomm,Belgium,144
1/09/2020,R1,Telecomm,Belgium,144
1/10/2020,R1,Telecomm,Belgium,144
1/11/2020,R1,Telecomm,Belgium,144
1/12/2020,R1,Telecomm,Belgium,144
1/01/2020,R1,Telecomm,Canada,175
1/02/2020,R1,Telecomm,Canada,175
1/03/2020,R1,Telecomm,Canada,175
1/04/2020,R1,Telecomm,Canada,175
1/05/2020,R1,Telecomm,Canada,175
1/06/2020,R1,Telecomm,Canada,175
1/07/2020,R1,Telecomm,Canada,175
1/08/2020,R1,Telecomm,Canada,175
1/09/2020,R1,Telecomm,Canada,175
1/10/2020,R1,Telecomm,Canada,175
1/11/2020,R1,Telecomm,Canada,175
1/12/2020,R1,Telecomm,Canada,175
1/01/2020,R1,Telecomm,Germany,48
1/02/2020,R1,Telecomm,Germany,48
1/03/2020,R1,Telecomm,Germany,48
1/04/2020,R1,Telecomm,Germany,48
1/05/2020,R1,Telecomm,Germany,48
1/06/2020,R1,Telecomm,Germany,48
1/07/2020,R1,Telecomm,Germany,48
1/08/2020,R1,Telecomm,Germany,48
1/09/2020,R1,Telecomm,Germany,48
1/10/2020,R1,Telecomm,Germany,48
1/11/2020,R1,Telecomm,Germany,48
1/12/2020,R1,Telecomm,Germany,48
1/01/2020,R1,Telecomm,Italy,48
1/02/2020,R1,Telecomm,Italy,48
1/03/2020,R1,Telecomm,Italy,48
1/04/2020,R1,Telecomm,Italy,48
1/05/2020,R1,Telecomm,Italy,48
1/06/2020,R1,Telecomm,Italy,48
1/07/2020,R1,Telecomm,Italy,48
1/08/2020,R1,Telecomm,Italy,48
1/09/2020,R1,Telecomm,Italy,48
1/10/2020,R1,Telecomm,Italy,48
1/11/2020,R1,Telecomm,Italy,48
1/12/2020,R1,Telecomm,Italy,48
1/01/2020,R1,Telecomm,Spain,96
1/02/2020,R1,Telecomm,Spain,96
1/03/2020,R1,Telecomm,Spain,96
1/04/2020,R1,Telecomm,Spain,96
1/05/2020,R1,Telecomm,Spain,96
1/06/2020,R1,Telecomm,Spain,96
1/07/2020,R1,Telecomm,Spain,96
1/08/2020,R1,Telecomm,Spain,96
1/09/2020,R1,Telecomm,Spain,96
1/10/2020,R1,Telecomm,Spain,96
1/11/2020,R1,Telecomm,Spain,96
1/12/2020,R1,Telecomm,Spain,96
1/01/2020,R1,Training,Austria,36
1/02/2020,R1,Training,Austria,36
1/03/2020,R1,Training,Austria,36
1/04/2020,R1,Training,Austria,36
1/05/2020,R1,Training,Austria,36
1/06/2020,R1,Training,Austria,36
1/07/2020,R1,Training,Austria,36
1/08/2020,R1,Training,Austria,36
1/09/2020,R1,Training,Austria,36
1/10/2020,R1,Training,Austria,36
1/11/2020,R1,Training,Austria,36
1/12/2020,R1,Training,Austria,36
1/01/2020,R1,Training,Belgium,108
1/02/2020,R1,Training,Belgium,108
1/03/2020,R1,Training,Belgium,108
1/04/2020,R1,Training,Belgium,108
1/05/2020,R1,Training,Belgium,108
1/06/2020,R1,Training,Belgium,108
1/07/2020,R1,Training,Belgium,108
1/08/2020,R1,Training,Belgium,108
1/09/2020,R1,Training,Belgium,108
1/10/2020,R1,Training,Belgium,108
1/11/2020,R1,Training,Belgium,108
1/12/2020,R1,Training,Belgium,108
1/01/2020,R1,Training,Canada,140
1/02/2020,R1,Training,Canada,140
1/03/2020,R1,Training,Canada,140
1/04/2020,R1,Training,Canada,140
1/05/2020,R1,Training,Canada,140
1/06/2020,R1,Training,Canada,140
1/07/2020,R1,Training,Canada,140
1/08/2020,R1,Training,Canada,140
1/09/2020,R1,Training,Canada,140
1/10/2020,R1,Training,Canada,140
1/11/2020,R1,Training,Canada,140
1/12/2020,R1,Training,Canada,140
1/01/2020,R1,Training,Germany,36
1/02/2020,R1,Training,Germany,36
1/03/2020,R1,Training,Germany,36
1/04/2020,R1,Training,Germany,36
1/05/2020,R1,Training,Germany,36
1/06/2020,R1,Training,Germany,36
1/07/2020,R1,Training,Germany,36
1/08/2020,R1,Training,Germany,36
1/09/2020,R1,Training,Germany,36
1/10/2020,R1,Training,Germany,36
1/11/2020,R1,Training,Germany,36
1/12/2020,R1,Training,Germany,36
1/01/2020,R1,Training,Italy,36
1/02/2020,R1,Training,Italy,36
1/03/2020,R1,Training,Italy,36
1/04/2020,R1,Training,Italy,36
1/05/2020,R1,Training,Italy,36
1/06/2020,R1,Training,Italy,36
1/07/2020,R1,Training,Italy,36
1/08/2020,R1,Training,Italy,36
1/09/2020,R1,Training,Italy,36
1/10/2020,R1,Training,Italy,36
1/11/2020,R1,Training,Italy,36
1/12/2020,R1,Training,Italy,36
1/01/2020,R1,Training,Spain,72
1/02/2020,R1,Training,Spain,72
1/03/2020,R1,Training,Spain,72
1/04/2020,R1,Training,Spain,72
1/05/2020,R1,Training,Spain,72
1/06/2020,R1,Training,Spain,72
1/07/2020,R1,Training,Spain,72
1/08/2020,R1,Training,Spain,72
1/09/2020,R1,Training,Spain,72
1/10/2020,R1,Training,Spain,72
1/11/2020,R1,Training,Spain,72
1/12/2020,R1,Training,Spain,72
1/01/2020,R1,Travel,Austria,239
1/02/2020,R1,Travel,Austria,239
1/03/2020,R1,Travel,Austria,239
1/04/2020,R1,Travel,Austria,239
1/05/2020,R1,Travel,Austria,239
1/06/2020,R1,Travel,Austria,239
1/07/2020,R1,Travel,Austria,239
1/08/2020,R1,Travel,Austria,239
1/09/2020,R1,Travel,Austria,239
1/10/2020,R1,Travel,Austria,239
1/11/2020,R1,Travel,Austria,239
1/12/2020,R1,Travel,Austria,239
1/01/2020,R1,Travel,Belgium,718
1/02/2020,R1,Travel,Belgium,718
1/03/2020,R1,Travel,Belgium,718
1/04/2020,R1,Travel,Belgium,718
1/05/2020,R1,Travel,Belgium,718
1/06/2020,R1,Travel,Belgium,718
1/07/2020,R1,Travel,Belgium,718
1/08/2020,R1,Travel,Belgium,718
1/09/2020,R1,Travel,Belgium,718
1/10/2020,R1,Travel,Belgium,718
1/11/2020,R1,Travel,Belgium,718
1/12/2020,R1,Travel,Belgium,718
1/01/2020,R1,Travel,Canada,934
1/02/2020,R1,Travel,Canada,934
1/03/2020,R1,Travel,Canada,934
1/04/2020,R1,Travel,Canada,934
1/05/2020,R1,Travel,Canada,934
1/06/2020,R1,Travel,Canada,934
1/07/2020,R1,Travel,Canada,934
1/08/2020,R1,Travel,Canada,934
1/09/2020,R1,Travel,Canada,934
1/10/2020,R1,Travel,Canada,934
1/11/2020,R1,Travel,Canada,934
1/12/2020,R1,Travel,Canada,936
1/01/2020,R1,Travel,Germany,239
1/02/2020,R1,Travel,Germany,239
1/03/2020,R1,Travel,Germany,239
1/04/2020,R1,Travel,Germany,239
1/05/2020,R1,Travel,Germany,239
1/06/2020,R1,Travel,Germany,239
1/07/2020,R1,Travel,Germany,239
1/08/2020,R1,Travel,Germany,239
1/09/2020,R1,Travel,Germany,239
1/10/2020,R1,Travel,Germany,239
1/11/2020,R1,Travel,Germany,239
1/12/2020,R1,Travel,Germany,239
1/01/2020,R1,Travel,Italy,239
1/02/2020,R1,Travel,Italy,239
1/03/2020,R1,Travel,Italy,239
1/04/2020,R1,Travel,Italy,239
1/05/2020,R1,Travel,Italy,239
1/06/2020,R1,Travel,Italy,239
1/07/2020,R1,Travel,Italy,239
1/08/2020,R1,Travel,Italy,239
1/09/2020,R1,Travel,Italy,239
1/10/2020,R1,Travel,Italy,239
1/11/2020,R1,Travel,Italy,239
1/12/2020,R1,Travel,Italy,239
1/01/2020,R1,Travel,Spain,479
1/02/2020,R1,Travel,Spain,479
1/03/2020,R1,Travel,Spain,479
1/04/2020,R1,Travel,Spain,479
1/05/2020,R1,Travel,Spain,479
1/06/2020,R1,Travel,Spain,479
1/07/2020,R1,Travel,Spain,479
1/08/2020,R1,Travel,Spain,479
1/09/2020,R1,Travel,Spain,479
1/10/2020,R1,Travel,Spain,479
1/11/2020,R1,Travel,Spain,479
1/12/2020,R1,Travel,Spain,479
1/01/2020,R2,Administrative,USA,"-80,018"
1/02/2020,R2,Administrative,USA,"-80,018"
1/03/2020,R2,Administrative,USA,"-80,018"
1/04/2020,R2,Administrative,USA,"-80,018"
1/05/2020,R2,Administrative,USA,"-80,018"
1/06/2020,R2,Administrative,USA,"-80,018"
1/07/2020,R2,Administrative,USA,"-80,018"
1/08/2020,R2,Administrative,USA,"-80,018"
1/09/2020,R2,Administrative,USA,"-80,018"
1/10/2020,R2,Administrative,USA,"-80,018"
1/11/2020,R2,Administrative,USA,"-80,018"
1/12/2020,R2,Administrative,USA,"-80,021"
1/01/2020,R2,Amortization,USA,"1,854,205"
1/02/2020,R2,Amortization,USA,"1,854,205"
1/03/2020,R2,Amortization,USA,"1,854,205"
1/04/2020,R2,Amortization,USA,"1,854,205"
1/05/2020,R2,Amortization,USA,"1,854,205"
1/06/2020,R2,Amortization,USA,"1,854,205"
1/07/2020,R2,Amortization,USA,"1,857,205"
1/08/2020,R2,Amortization,USA,"1,857,205"
1/09/2020,R2,Amortization,USA,"1,857,205"
1/10/2020,R2,Amortization,USA,"1,857,205"
1/11/2020,R2,Amortization,USA,"1,857,505"
1/12/2020,R2,Amortization,USA,"1,854,505"
1/01/2020,R2,CAPEX,USA,"-18,750"
1/02/2020,R2,CAPEX,USA,"-3,750"
1/03/2020,R2,CAPEX,USA,"-427,220"
1/04/2020,R2,CAPEX,USA,"-11,250"
1/05/2020,R2,CAPEX,USA,"-11,250"
1/06/2020,R2,CAPEX,USA,"-424,546"
1/07/2020,R2,CAPEX,USA,"-11,250"
1/08/2020,R2,CAPEX,USA,"-11,250"
1/09/2020,R2,CAPEX,USA,"-403,193"
1/10/2020,R2,CAPEX,USA,"-3,750"
1/11/2020,R2,CAPEX,USA,"-3,750"
1/12/2020,R2,CAPEX,USA,"-291,852"
1/01/2020,R2,Depreciation,Brazil,"7,577"
1/02/2020,R2,Depreciation,Brazil,"7,577"
1/03/2020,R2,Depreciation,Brazil,"7,577"
1/04/2020,R2,Depreciation,Brazil,"7,577"
1/05/2020,R2,Depreciation,Brazil,"7,577"
1/06/2020,R2,Depreciation,Brazil,"7,577"
1/07/2020,R2,Depreciation,Brazil,"7,577"
1/08/2020,R2,Depreciation,Brazil,"7,577"
1/09/2020,R2,Depreciation,Brazil,"7,577"
1/10/2020,R2,Depreciation,Brazil,"7,577"
1/11/2020,R2,Depreciation,Brazil,"7,577"
1/12/2020,R2,Depreciation,Brazil,"7,577"
1/01/2020,R2,Depreciation,Mexico,"2,473"
1/02/2020,R2,Depreciation,Mexico,"2,473"
1/03/2020,R2,Depreciation,Mexico,"2,473"
1/04/2020,R2,Depreciation,Mexico,"2,473"
1/05/2020,R2,Depreciation,Mexico,"2,473"
1/06/2020,R2,Depreciation,Mexico,"2,473"
1/07/2020,R2,Depreciation,Mexico,"2,473"
1/08/2020,R2,Depreciation,Mexico,"2,473"
1/09/2020,R2,Depreciation,Mexico,"2,473"
1/10/2020,R2,Depreciation,Mexico,"2,473"
1/11/2020,R2,Depreciation,Mexico,"2,473"
1/12/2020,R2,Depreciation,Mexico,"2,473"
1/01/2020,R2,Depreciation,United Kingdom,"34,907"
1/02/2020,R2,Depreciation,United Kingdom,"34,907"
1/03/2020,R2,Depreciation,United Kingdom,"34,907"
1/04/2020,R2,Depreciation,United Kingdom,"34,907"
1/05/2020,R2,Depreciation,United Kingdom,"34,907"
1/06/2020,R2,Depreciation,United Kingdom,"34,907"
1/07/2020,R2,Depreciation,United Kingdom,"34,907"
1/08/2020,R2,Depreciation,United Kingdom,"34,907"
1/09/2020,R2,Depreciation,United Kingdom,"34,907"
1/10/2020,R2,Depreciation,United Kingdom,"35,207"
1/11/2020,R2,Depreciation,United Kingdom,"35,207"
1/12/2020,R2,Depreciation,United Kingdom,"35,207"
1/01/2020,R2,Depreciation,USA,"467,463"
1/02/2020,R2,Depreciation,USA,"467,463"
1/03/2020,R2,Depreciation,USA,"467,463"
1/04/2020,R2,Depreciation,USA,"467,463"
1/05/2020,R2,Depreciation,USA,"467,463"
1/06/2020,R2,Depreciation,USA,"467,463"
1/07/2020,R2,Depreciation,USA,"467,463"
1/08/2020,R2,Depreciation,USA,"467,463"
1/09/2020,R2,Depreciation,USA,"467,463"
1/10/2020,R2,Depreciation,USA,"467,463"
1/11/2020,R2,Depreciation,USA,"467,463"
1/12/2020,R2,Depreciation,USA,"387,868"
1/01/2020,R2,Employee Performance,USA,950
1/02/2020,R2,Employee Performance,USA,950
1/03/2020,R2,Employee Performance,USA,950
1/04/2020,R2,Employee Performance,USA,950
1/05/2020,R2,Employee Performance,USA,950
1/06/2020,R2,Employee Performance,USA,950
1/07/2020,R2,Employee Performance,USA,950
1/08/2020,R2,Employee Performance,USA,950
1/09/2020,R2,Employee Performance,USA,950
1/10/2020,R2,Employee Performance,USA,950
1/11/2020,R2,Employee Performance,USA,950
1/12/2020,R2,Employee Performance,USA,950
1/01/2020,R2,External Labor,Brazil,"15,577"
1/02/2020,R2,External Labor,Brazil,"15,577"
1/03/2020,R2,External Labor,Brazil,"15,577"
1/04/2020,R2,External Labor,Brazil,"15,577"
1/05/2020,R2,External Labor,Brazil,"15,577"
1/06/2020,R2,External Labor,Brazil,"15,577"
1/07/2020,R2,External Labor,Brazil,"15,577"
1/08/2020,R2,External Labor,Brazil,"15,577"
1/09/2020,R2,External Labor,Brazil,"15,577"
1/10/2020,R2,External Labor,Brazil,"15,577"
1/11/2020,R2,External Labor,Brazil,"15,577"
1/12/2020,R2,External Labor,Brazil,"15,577"
1/01/2020,R2,External Labor,Mexico,"2,316"
1/02/2020,R2,External Labor,Mexico,"2,316"
1/03/2020,R2,External Labor,Mexico,"2,316"
1/04/2020,R2,External Labor,Mexico,"2,316"
1/05/2020,R2,External Labor,Mexico,"2,316"
1/06/2020,R2,External Labor,Mexico,"2,316"
1/07/2020,R2,External Labor,Mexico,"2,316"
1/08/2020,R2,External Labor,Mexico,"2,316"
1/09/2020,R2,External Labor,Mexico,"2,316"
1/10/2020,R2,External Labor,Mexico,"2,316"
1/11/2020,R2,External Labor,Mexico,"2,316"
1/12/2020,R2,External Labor,Mexico,"2,316"
1/01/2020,R2,External Labor,Switzerland,"1,020"
1/02/2020,R2,External Labor,Switzerland,"1,020"
1/03/2020,R2,External Labor,Switzerland,"1,020"
1/04/2020,R2,External Labor,Switzerland,"1,020"
1/05/2020,R2,External Labor,Switzerland,"1,020"
1/06/2020,R2,External Labor,Switzerland,"1,020"
1/07/2020,R2,External Labor,Switzerland,"1,020"
1/08/2020,R2,External Labor,Switzerland,"1,020"
1/09/2020,R2,External Labor,Switzerland,"1,020"
1/10/2020,R2,External Labor,Switzerland,"1,020"
1/11/2020,R2,External Labor,Switzerland,"1,020"
1/12/2020,R2,External Labor,Switzerland,"1,020"
1/01/2020,R2,External Labor,United Kingdom,"69,881"
1/02/2020,R2,External Labor,United Kingdom,"69,881"
1/03/2020,R2,External Labor,United Kingdom,"69,881"
1/04/2020,R2,External Labor,United Kingdom,"69,881"
1/05/2020,R2,External Labor,United Kingdom,"69,881"
1/06/2020,R2,External Labor,United Kingdom,"69,881"
1/07/2020,R2,External Labor,United Kingdom,"69,881"
1/08/2020,R2,External Labor,United Kingdom,"69,881"
1/09/2020,R2,External Labor,United Kingdom,"69,881"
1/10/2020,R2,External Labor,United Kingdom,"69,881"
1/11/2020,R2,External Labor,United Kingdom,"69,881"
1/12/2020,R2,External Labor,United Kingdom,"69,881"
1/01/2020,R2,External Labor,USA,"566,214"
1/02/2020,R2,External Labor,USA,"540,714"
1/03/2020,R2,External Labor,USA,"1,014,858"
1/04/2020,R2,External Labor,USA,"540,714"
1/05/2020,R2,External Labor,USA,"529,464"
1/06/2020,R2,External Labor,USA,"1,025,172"
1/07/2020,R2,External Labor,USA,"523,214"
1/08/2020,R2,External Labor,USA,"527,714"
1/09/2020,R2,External Labor,USA,"960,360"
1/10/2020,R2,External Labor,USA,"470,715"
1/11/2020,R2,External Labor,USA,"462,915"
1/12/2020,R2,External Labor,USA,"1,096,404"
1/01/2020,R2,Hardware,United Kingdom,562
1/02/2020,R2,Hardware,United Kingdom,562
1/03/2020,R2,Hardware,United Kingdom,562
1/04/2020,R2,Hardware,United Kingdom,562
1/05/2020,R2,Hardware,United Kingdom,563
1/06/2020,R2,Hardware,United Kingdom,563
1/07/2020,R2,Hardware,United Kingdom,563
1/08/2020,R2,Hardware,United Kingdom,563
1/09/2020,R2,Hardware,United Kingdom,563
1/10/2020,R2,Hardware,United Kingdom,563
1/11/2020,R2,Hardware,United Kingdom,563
1/12/2020,R2,Hardware,United Kingdom,563
1/01/2020,R2,Hardware,USA,"24,518"
1/04/2020,R2,Hardware,USA,"24,518"
1/07/2020,R2,Hardware,USA,"24,518"
1/10/2020,R2,Hardware,USA,"24,518"
1/01/2020,R2,Hardware Maintenance,Brazil,"2,371"
1/02/2020,R2,Hardware Maintenance,Brazil,"2,371"
1/03/2020,R2,Hardware Maintenance,Brazil,"2,371"
1/04/2020,R2,Hardware Maintenance,Brazil,"2,371"
1/05/2020,R2,Hardware Maintenance,Brazil,"2,371"
1/06/2020,R2,Hardware Maintenance,Brazil,"2,371"
1/07/2020,R2,Hardware Maintenance,Brazil,"2,371"
1/08/2020,R2,Hardware Maintenance,Brazil,"2,991"
1/09/2020,R2,Hardware Maintenance,Brazil,"2,371"
1/10/2020,R2,Hardware Maintenance,Brazil,"3,470"
1/11/2020,R2,Hardware Maintenance,Brazil,"2,371"
1/12/2020,R2,Hardware Maintenance,Brazil,"5,260"
1/01/2020,R2,Inbound Allocations,Brazil,296
1/02/2020,R2,Inbound Allocations,Brazil,296
1/03/2020,R2,Inbound Allocations,Brazil,296
1/04/2020,R2,Inbound Allocations,Brazil,296
1/05/2020,R2,Inbound Allocations,Brazil,296
1/06/2020,R2,Inbound Allocations,Brazil,296
1/07/2020,R2,Inbound Allocations,Brazil,296
1/08/2020,R2,Inbound Allocations,Brazil,296
1/09/2020,R2,Inbound Allocations,Brazil,296
1/10/2020,R2,Inbound Allocations,Brazil,296
1/11/2020,R2,Inbound Allocations,Brazil,296
1/12/2020,R2,Inbound Allocations,Brazil,296
1/01/2020,R2,Internal Labor,Belgium,"3,908"
1/02/2020,R2,Internal Labor,Belgium,"3,908"
1/03/2020,R2,Internal Labor,Belgium,"3,908"
1/04/2020,R2,Internal Labor,Belgium,"3,908"
1/05/2020,R2,Internal Labor,Belgium,"3,908"
1/06/2020,R2,Internal Labor,Belgium,"3,908"
1/07/2020,R2,Internal Labor,Belgium,"3,908"
1/08/2020,R2,Internal Labor,Belgium,"3,908"
1/09/2020,R2,Internal Labor,Belgium,"3,908"
1/10/2020,R2,Internal Labor,Belgium,"3,908"
1/11/2020,R2,Internal Labor,Belgium,"3,908"
1/12/2020,R2,Internal Labor,Belgium,"3,908"
1/01/2020,R2,Internal Labor,Brazil,"24,879"
1/02/2020,R2,Internal Labor,Brazil,"25,031"
1/03/2020,R2,Internal Labor,Brazil,"25,315"
1/04/2020,R2,Internal Labor,Brazil,"25,388"
1/05/2020,R2,Internal Labor,Brazil,"25,417"
1/06/2020,R2,Internal Labor,Brazil,"25,338"
1/07/2020,R2,Internal Labor,Brazil,"25,318"
1/08/2020,R2,Internal Labor,Brazil,"25,409"
1/09/2020,R2,Internal Labor,Brazil,"25,384"
1/10/2020,R2,Internal Labor,Brazil,"25,384"
1/11/2020,R2,Internal Labor,Brazil,"25,384"
1/12/2020,R2,Internal Labor,Brazil,"25,016"
1/01/2020,R2,Internal Labor,Germany,"3,352"
1/02/2020,R2,Internal Labor,Germany,"3,352"
1/03/2020,R2,Internal Labor,Germany,"3,352"
1/04/2020,R2,Internal Labor,Germany,"3,352"
1/05/2020,R2,Internal Labor,Germany,"3,352"
1/06/2020,R2,Internal Labor,Germany,"3,352"
1/01/2020,R2,Internal Labor,Italy,"3,999"
1/02/2020,R2,Internal Labor,Italy,"3,999"
1/03/2020,R2,Internal Labor,Italy,"3,999"
1/04/2020,R2,Internal Labor,Italy,"3,999"
1/05/2020,R2,Internal Labor,Italy,"3,999"
1/06/2020,R2,Internal Labor,Italy,"3,999"
1/07/2020,R2,Internal Labor,Italy,"1,987"
1/08/2020,R2,Internal Labor,Italy,"1,987"
1/09/2020,R2,Internal Labor,Italy,"1,987"
1/10/2020,R2,Internal Labor,Italy,"1,987"
1/11/2020,R2,Internal Labor,Italy,"1,987"
1/12/2020,R2,Internal Labor,Italy,"1,987"
1/01/2020,R2,Internal Labor,Spain,"6,513"
1/02/2020,R2,Internal Labor,Spain,"6,513"
1/03/2020,R2,Internal Labor,Spain,"6,513"
1/04/2020,R2,Internal Labor,Spain,"6,513"
1/05/2020,R2,Internal Labor,Spain,"6,513"
1/06/2020,R2,Internal Labor,Spain,"6,513"
1/07/2020,R2,Internal Labor,Spain,"6,513"
1/08/2020,R2,Internal Labor,Spain,"6,513"
1/09/2020,R2,Internal Labor,Spain,"6,513"
1/10/2020,R2,Internal Labor,Spain,"6,513"
1/11/2020,R2,Internal Labor,Spain,"6,513"
1/12/2020,R2,Internal Labor,Spain,"6,513"
1/01/2020,R2,Internal Labor,Switzerland,"6,075"
1/02/2020,R2,Internal Labor,Switzerland,"6,075"
1/03/2020,R2,Internal Labor,Switzerland,"6,075"
1/04/2020,R2,Internal Labor,Switzerland,"6,075"
1/05/2020,R2,Internal Labor,Switzerland,"6,075"
1/06/2020,R2,Internal Labor,Switzerland,"6,075"
1/07/2020,R2,Internal Labor,Switzerland,"6,075"
1/08/2020,R2,Internal Labor,Switzerland,"6,075"
1/09/2020,R2,Internal Labor,Switzerland,"6,075"
1/10/2020,R2,Internal Labor,Switzerland,"6,075"
1/11/2020,R2,Internal Labor,Switzerland,"6,075"
1/12/2020,R2,Internal Labor,Switzerland,"6,075"
1/01/2020,R2,Internal Labor,United Kingdom,"98,587"
1/02/2020,R2,Internal Labor,United Kingdom,"98,587"
1/03/2020,R2,Internal Labor,United Kingdom,"98,587"
1/04/2020,R2,Internal Labor,United Kingdom,"98,587"
1/05/2020,R2,Internal Labor,United Kingdom,"98,587"
1/06/2020,R2,Internal Labor,United Kingdom,"98,587"
1/07/2020,R2,Internal Labor,United Kingdom,"98,587"
1/08/2020,R2,Internal Labor,United Kingdom,"98,587"
1/09/2020,R2,Internal Labor,United Kingdom,"98,587"
1/10/2020,R2,Internal Labor,United Kingdom,"98,587"
1/11/2020,R2,Internal Labor,United Kingdom,"98,587"
1/12/2020,R2,Internal Labor,United Kingdom,"98,587"
1/01/2020,R2,Internal Labor,USA,"508,437"
1/02/2020,R2,Internal Labor,USA,"511,879"
1/03/2020,R2,Internal Labor,USA,"558,892"
1/04/2020,R2,Internal Labor,USA,"522,939"
1/05/2020,R2,Internal Labor,USA,"522,939"
1/06/2020,R2,Internal Labor,USA,"522,939"
1/07/2020,R2,Internal Labor,USA,"526,954"
1/08/2020,R2,Internal Labor,USA,"526,888"
1/09/2020,R2,Internal Labor,USA,"525,459"
1/10/2020,R2,Internal Labor,USA,"537,818"
1/11/2020,R2,Internal Labor,USA,"534,772"
1/12/2020,R2,Internal Labor,USA,"531,849"
1/01/2020,R2,Other,Brazil,"1,592"
1/02/2020,R2,Other,Brazil,"1,592"
1/03/2020,R2,Other,Brazil,"2,430"
1/04/2020,R2,Other,Brazil,"1,601"
1/05/2020,R2,Other,Brazil,"1,601"
1/06/2020,R2,Other,Brazil,"1,601"
1/07/2020,R2,Other,Brazil,"1,603"
1/08/2020,R2,Other,Brazil,"1,603"
1/09/2020,R2,Other,Brazil,"1,603"
1/10/2020,R2,Other,Brazil,"1,603"
1/11/2020,R2,Other,Brazil,"1,603"
1/12/2020,R2,Other,Brazil,"1,603"
1/01/2020,R2,Other,United Kingdom,"1,364"
1/02/2020,R2,Other,United Kingdom,"1,364"
1/03/2020,R2,Other,United Kingdom,"1,364"
1/04/2020,R2,Other,United Kingdom,"1,364"
1/05/2020,R2,Other,United Kingdom,"1,364"
1/06/2020,R2,Other,United Kingdom,"1,364"
1/07/2020,R2,Other,United Kingdom,"1,364"
1/08/2020,R2,Other,United Kingdom,"1,364"
1/09/2020,R2,Other,United Kingdom,"1,364"
1/10/2020,R2,Other,United Kingdom,"1,364"
1/11/2020,R2,Other,United Kingdom,"1,364"
1/12/2020,R2,Other,United Kingdom,"1,364"
1/01/2020,R2,Other,USA,"16,698"
1/02/2020,R2,Other,USA,"16,698"
1/03/2020,R2,Other,USA,"16,698"
1/04/2020,R2,Other,USA,"16,698"
1/05/2020,R2,Other,USA,"16,698"
1/06/2020,R2,Other,USA,"16,698"
1/07/2020,R2,Other,USA,"16,698"
1/08/2020,R2,Other,USA,"16,698"
1/09/2020,R2,Other,USA,"10,698"
1/10/2020,R2,Other,USA,"16,698"
1/11/2020,R2,Other,USA,"16,698"
1/12/2020,R2,Other,USA,"16,698"
1/01/2020,R2,Recognition,USA,245
1/02/2020,R2,Recognition,USA,245
1/03/2020,R2,Recognition,USA,245
1/04/2020,R2,Recognition,USA,245
1/05/2020,R2,Recognition,USA,245
1/06/2020,R2,Recognition,USA,245
1/07/2020,R2,Recognition,USA,245
1/08/2020,R2,Recognition,USA,245
1/09/2020,R2,Recognition,USA,245
1/10/2020,R2,Recognition,USA,245
1/11/2020,R2,Recognition,USA,245
1/12/2020,R2,Recognition,USA,245
1/01/2020,R2,Severance,Brazil,172
1/02/2020,R2,Severance,Brazil,181
1/03/2020,R2,Severance,Brazil,198
1/04/2020,R2,Severance,Brazil,204
1/05/2020,R2,Severance,Brazil,204
1/06/2020,R2,Severance,Brazil,191
1/07/2020,R2,Severance,Brazil,191
1/08/2020,R2,Severance,Brazil,195
1/09/2020,R2,Severance,Brazil,195
1/10/2020,R2,Severance,Brazil,195
1/11/2020,R2,Severance,Brazil,195
1/12/2020,R2,Severance,Brazil,172
1/01/2020,R2,Software,United Kingdom,453
1/02/2020,R2,Software,United Kingdom,453
1/03/2020,R2,Software,United Kingdom,453
1/04/2020,R2,Software,United Kingdom,453
1/05/2020,R2,Software,United Kingdom,453
1/06/2020,R2,Software,United Kingdom,453
1/07/2020,R2,Software,United Kingdom,453
1/08/2020,R2,Software,United Kingdom,453
1/09/2020,R2,Software,United Kingdom,453
1/10/2020,R2,Software,United Kingdom,453
1/11/2020,R2,Software,United Kingdom,453
1/12/2020,R2,Software,United Kingdom,453
1/01/2020,R2,Software,USA,"196,036"
1/02/2020,R2,Software,USA,"84,736"
1/03/2020,R2,Software,USA,"99,736"
1/04/2020,R2,Software,USA,"95,236"
