Date,IT Dep.,CostElement,Country,Forecast
1/12/2020,R&D,Hardware Maintenance,United Kingdom,"24,868"
1/07/2020,R&D,Hardware Maintenance,USA,"6,045"
1/08/2020,R&D,Hardware Maintenance,USA,"6,045"
1/09/2020,R&D,Hardware Maintenance,USA,"6,045"
1/10/2020,R&D,Hardware Maintenance,USA,"6,045"
1/11/2020,R&D,Hardware Maintenance,USA,"6,045"
1/12/2020,R&D,Hardware Maintenance,USA,"6,048"
1/01/2020,R&D,Inbound Allocations,Spain,"1,234"
1/02/2020,R&D,Inbound Allocations,Spain,"1,272"
1/03/2020,R&D,Inbound Allocations,Spain,"1,277"
1/04/2020,R&D,Inbound Allocations,Spain,"1,309"
1/05/2020,R&D,Inbound Allocations,Spain,"1,375"
1/06/2020,R&D,Inbound Allocations,Spain,"1,326"
1/07/2020,R&D,Inbound Allocations,Spain,"4,977"
1/08/2020,R&D,Inbound Allocations,Spain,"4,977"
1/09/2020,R&D,Inbound Allocations,Spain,"4,977"
1/10/2020,R&D,Inbound Allocations,Spain,"5,236"
1/11/2020,R&D,Inbound Allocations,Spain,"5,236"
1/12/2020,R&D,Inbound Allocations,Spain,"5,236"
1/01/2020,R&D,Inbound Allocations,United Kingdom,233
1/02/2020,R&D,Inbound Allocations,United Kingdom,120
1/03/2020,R&D,Inbound Allocations,United Kingdom,13
1/04/2020,R&D,Inbound Allocations,United Kingdom,813
1/05/2020,R&D,Inbound Allocations,United Kingdom,228
1/07/2020,R&D,Inbound Allocations,United Kingdom,"6,352"
1/08/2020,R&D,Inbound Allocations,United Kingdom,"6,352"
1/09/2020,R&D,Inbound Allocations,United Kingdom,"6,352"
1/10/2020,R&D,Inbound Allocations,United Kingdom,"6,675"
1/11/2020,R&D,Inbound Allocations,United Kingdom,"6,675"
1/12/2020,R&D,Inbound Allocations,United Kingdom,"6,675"
1/07/2020,R&D,Internal Labor,China,"4,125"
1/08/2020,R&D,Internal Labor,China,"4,125"
1/09/2020,R&D,Internal Labor,China,"8,250"
1/10/2020,R&D,Internal Labor,China,"8,250"
1/11/2020,R&D,Internal Labor,China,"8,250"
1/12/2020,R&D,Internal Labor,China,"8,250"
1/01/2020,R&D,Internal Labor,Spain,"8,371"
1/02/2020,R&D,Internal Labor,Spain,"8,632"
1/03/2020,R&D,Internal Labor,Spain,"9,622"
1/04/2020,R&D,Internal Labor,Spain,"9,863"
1/05/2020,R&D,Internal Labor,Spain,"10,357"
1/06/2020,R&D,Internal Labor,Spain,"9,991"
1/07/2020,R&D,Internal Labor,Spain,"7,767"
1/08/2020,R&D,Internal Labor,Spain,"7,767"
1/09/2020,R&D,Internal Labor,Spain,"7,767"
1/10/2020,R&D,Internal Labor,Spain,"10,986"
1/11/2020,R&D,Internal Labor,Spain,"10,986"
1/12/2020,R&D,Internal Labor,Spain,"10,986"
1/01/2020,R&D,Internal Labor,United Kingdom,"15,158"
1/02/2020,R&D,Internal Labor,United Kingdom,"101,877"
1/03/2020,R&D,Internal Labor,United Kingdom,"15,315"
1/04/2020,R&D,Internal Labor,United Kingdom,"16,174"
1/05/2020,R&D,Internal Labor,United Kingdom,"16,886"
1/06/2020,R&D,Internal Labor,United Kingdom,"12,920"
1/07/2020,R&D,Internal Labor,United Kingdom,"17,628"
1/08/2020,R&D,Internal Labor,United Kingdom,"17,628"
1/09/2020,R&D,Internal Labor,United Kingdom,"17,628"
1/10/2020,R&D,Internal Labor,United Kingdom,"24,583"
1/11/2020,R&D,Internal Labor,United Kingdom,"24,583"
1/12/2020,R&D,Internal Labor,United Kingdom,"24,583"
1/01/2020,R&D,Internal Labor,USA,"177,412"
1/02/2020,R&D,Internal Labor,USA,"179,831"
1/03/2020,R&D,Internal Labor,USA,"209,952"
1/04/2020,R&D,Internal Labor,USA,"193,868"
1/05/2020,R&D,Internal Labor,USA,"183,664"
1/06/2020,R&D,Internal Labor,USA,"183,148"
1/07/2020,R&D,Internal Labor,USA,"221,308"
1/08/2020,R&D,Internal Labor,USA,"221,308"
1/09/2020,R&D,Internal Labor,USA,"220,827"
1/10/2020,R&D,Internal Labor,USA,"224,287"
1/11/2020,R&D,Internal Labor,USA,"223,309"
1/12/2020,R&D,Internal Labor,USA,"222,775"
1/01/2020,R&D,Moving,United Kingdom,"9,233"
1/02/2020,R&D,Moving,United Kingdom,"27,864"
1/04/2020,R&D,Moving,United Kingdom,"-26,895"
1/05/2020,R&D,Moving,United Kingdom,"-32,071"
1/06/2020,R&D,Moving,United Kingdom,"27,585"
1/09/2020,R&D,Other,China,"3,000"
1/10/2020,R&D,Other,China,"6,000"
1/11/2020,R&D,Other,China,"3,000"
1/01/2020,R&D,Other,Spain,75
1/02/2020,R&D,Other,Spain,21
1/04/2020,R&D,Other,Spain,30
1/05/2020,R&D,Other,Spain,36
1/06/2020,R&D,Other,Spain,111
1/07/2020,R&D,Other,Spain,124
1/08/2020,R&D,Other,Spain,124
1/09/2020,R&D,Other,Spain,124
1/10/2020,R&D,Other,Spain,124
1/11/2020,R&D,Other,Spain,124
1/12/2020,R&D,Other,Spain,124
1/01/2020,R&D,Other,United Kingdom,117
1/02/2020,R&D,Other,United Kingdom,234
1/04/2020,R&D,Other,United Kingdom,957
1/05/2020,R&D,Other,United Kingdom,131
1/06/2020,R&D,Other,United Kingdom,-4
1/07/2020,R&D,Other,United Kingdom,486
1/08/2020,R&D,Other,United Kingdom,486
1/09/2020,R&D,Other,United Kingdom,486
1/10/2020,R&D,Other,United Kingdom,"2,106"
1/11/2020,R&D,Other,United Kingdom,"2,106"
1/12/2020,R&D,Other,United Kingdom,"2,106"
1/01/2020,R&D,Other,USA,"2,288"
1/02/2020,R&D,Other,USA,"1,275"
1/03/2020,R&D,Other,USA,"17,773"
1/04/2020,R&D,Other,USA,80
1/05/2020,R&D,Other,USA,"8,226"
1/06/2020,R&D,Other,USA,"5,111"
1/07/2020,R&D,Other,USA,"1,246"
1/08/2020,R&D,Other,USA,"5,746"
1/09/2020,R&D,Other,USA,"1,246"
1/10/2020,R&D,Other,USA,"1,246"
1/11/2020,R&D,Other,USA,"1,246"
1/12/2020,R&D,Other,USA,"1,248"
1/01/2020,R&D,Outbound Allocations,Spain,"2,580"
1/02/2020,R&D,Outbound Allocations,Spain,"1,711"
1/03/2020,R&D,Outbound Allocations,Spain,"3,662"
1/04/2020,R&D,Outbound Allocations,Spain,"3,167"
1/05/2020,R&D,Outbound Allocations,Spain,"5,494"
1/06/2020,R&D,Outbound Allocations,Spain,"1,879"
1/01/2020,R&D,Outbound Allocations,United Kingdom,"5,564"
1/02/2020,R&D,Outbound Allocations,United Kingdom,"6,951"
1/03/2020,R&D,Outbound Allocations,United Kingdom,"5,787"
1/04/2020,R&D,Outbound Allocations,United Kingdom,"5,488"
1/05/2020,R&D,Outbound Allocations,United Kingdom,"4,795"
1/06/2020,R&D,Outbound Allocations,United Kingdom,"5,764"
1/07/2020,R&D,Software,China,"27,462"
1/08/2020,R&D,Software,China,"59,000"
1/09/2020,R&D,Software,China,"57,500"
1/10/2020,R&D,Software,China,"57,500"
1/11/2020,R&D,Software,China,"57,500"
1/12/2020,R&D,Software,China,"57,500"
1/01/2020,R&D,Software,USA,"9,691"
1/03/2020,R&D,Software,USA,804
1/04/2020,R&D,Software,USA,750
1/05/2020,R&D,Software,USA,"18,391"
1/06/2020,R&D,Software,USA,540
1/07/2020,R&D,Software,USA,"7,500"
1/08/2020,R&D,Software,USA,"25,500"
1/09/2020,R&D,Software,USA,"77,260"
1/10/2020,R&D,Software,USA,"67,000"
1/11/2020,R&D,Software,USA,"52,000"
1/12/2020,R&D,Software,USA,"47,500"
1/01/2020,R&D,Software Maintenance,USA,"24,827"
1/02/2020,R&D,Software Maintenance,USA,699
1/03/2020,R&D,Software Maintenance,USA,"-16,192"
1/04/2020,R&D,Software Maintenance,USA,"8,539"
1/05/2020,R&D,Software Maintenance,USA,"2,639"
1/06/2020,R&D,Software Maintenance,USA,"19,367"
1/07/2020,R&D,Software Maintenance,USA,"1,538"
1/08/2020,R&D,Software Maintenance,USA,"1,500"
1/09/2020,R&D,Software Maintenance,USA,"1,500"
1/10/2020,R&D,Software Maintenance,USA,"1,500"
1/11/2020,R&D,Software Maintenance,USA,"1,500"
1/12/2020,R&D,Software Maintenance,USA,"1,500"
1/02/2020,R&D,Supplies,Spain,60
1/01/2020,R&D,Supplies,United Kingdom,103
1/03/2020,R&D,Supplies,United Kingdom,13
1/01/2020,R&D,Supplies,USA,"3,000"
1/02/2020,R&D,Supplies,USA,6
1/04/2020,R&D,Supplies,USA,20
1/05/2020,R&D,Supplies,USA,345
1/06/2020,R&D,Supplies,USA,77
1/07/2020,R&D,Supplies,USA,935
1/08/2020,R&D,Supplies,USA,935
1/09/2020,R&D,Supplies,USA,935
1/10/2020,R&D,Supplies,USA,935
1/11/2020,R&D,Supplies,USA,935
1/12/2020,R&D,Supplies,USA,935
1/01/2020,R&D,Taxes,USA,"1,666"
1/02/2020,R&D,Taxes,USA,"1,336"
1/03/2020,R&D,Taxes,USA,"1,501"
1/04/2020,R&D,Taxes,USA,"1,501"
1/05/2020,R&D,Taxes,USA,"1,501"
1/06/2020,R&D,Taxes,USA,"1,501"
1/01/2020,R&D,Telecomm,Spain,26
1/02/2020,R&D,Telecomm,United Kingdom,39
1/03/2020,R&D,Telecomm,United Kingdom,3
1/04/2020,R&D,Telecomm,United Kingdom,3
1/06/2020,R&D,Telecomm,United Kingdom,1
1/02/2020,R&D,Telecomm,USA,"4,502"
1/03/2020,R&D,Telecomm,USA,"1,084"
1/04/2020,R&D,Telecomm,USA,406
1/06/2020,R&D,Telecomm,USA,806
1/07/2020,R&D,Training,Spain,227
1/08/2020,R&D,Training,Spain,227
1/09/2020,R&D,Training,Spain,227
1/10/2020,R&D,Training,Spain,227
1/11/2020,R&D,Training,Spain,227
1/12/2020,R&D,Training,Spain,227
1/01/2020,R&D,Training,United Kingdom,943
1/02/2020,R&D,Training,United Kingdom,987
1/03/2020,R&D,Training,United Kingdom,245
1/06/2020,R&D,Training,United Kingdom,-959
1/07/2020,R&D,Training,United Kingdom,"1,037"
1/08/2020,R&D,Training,United Kingdom,"1,037"
1/09/2020,R&D,Training,United Kingdom,"1,037"
1/10/2020,R&D,Training,United Kingdom,"1,069"
1/11/2020,R&D,Training,United Kingdom,"1,069"
1/12/2020,R&D,Training,United Kingdom,"1,069"
1/01/2020,R&D,Training,USA,"1,047"
1/02/2020,R&D,Training,USA,"1,982"
1/03/2020,R&D,Training,USA,"1,385"
1/04/2020,R&D,Training,USA,"2,757"
1/05/2020,R&D,Training,USA,"1,835"
1/06/2020,R&D,Training,USA,421
1/07/2020,R&D,Training,USA,"2,259"
1/08/2020,R&D,Training,USA,"2,259"
1/09/2020,R&D,Training,USA,"2,259"
1/10/2020,R&D,Training,USA,"2,259"
1/11/2020,R&D,Training,USA,"2,259"
1/12/2020,R&D,Training,USA,"2,259"
1/01/2020,R&D,Travel,Spain,282
1/04/2020,R&D,Travel,Spain,13
1/05/2020,R&D,Travel,Spain,"2,552"
1/06/2020,R&D,Travel,Spain,"1,025"
1/07/2020,R&D,Travel,Spain,608
1/08/2020,R&D,Travel,Spain,608
1/09/2020,R&D,Travel,Spain,608
1/10/2020,R&D,Travel,Spain,608
1/11/2020,R&D,Travel,Spain,608
1/12/2020,R&D,Travel,Spain,608
1/01/2020,R&D,Travel,United Kingdom,754
1/02/2020,R&D,Travel,United Kingdom,"6,277"
1/03/2020,R&D,Travel,United Kingdom,"4,984"
1/04/2020,R&D,Travel,United Kingdom,"1,379"
1/05/2020,R&D,Travel,United Kingdom,"5,204"
1/06/2020,R&D,Travel,United Kingdom,408
1/07/2020,R&D,Travel,United Kingdom,"3,159"
1/08/2020,R&D,Travel,United Kingdom,"3,159"
1/09/2020,R&D,Travel,United Kingdom,"3,159"
1/10/2020,R&D,Travel,United Kingdom,"3,159"
1/11/2020,R&D,Travel,United Kingdom,"3,159"
1/12/2020,R&D,Travel,United Kingdom,"3,159"
1/01/2020,R&D,Travel,USA,866
1/02/2020,R&D,Travel,USA,"1,973"
1/03/2020,R&D,Travel,USA,"4,586"
1/04/2020,R&D,Travel,USA,"1,421"
1/05/2020,R&D,Travel,USA,"3,138"
1/06/2020,R&D,Travel,USA,"2,382"
1/01/2020,R&D,Vehicles,United Kingdom,661
1/02/2020,R&D,Vehicles,United Kingdom,326
1/03/2020,R&D,Vehicles,United Kingdom,788
1/04/2020,R&D,Vehicles,United Kingdom,230
1/05/2020,R&D,Vehicles,United Kingdom,2
1/06/2020,R&D,Vehicles,United Kingdom,-235
1/07/2020,R1,Amortization,Germany,"3,420"
1/08/2020,R1,Amortization,Germany,"3,420"
1/09/2020,R1,Amortization,Germany,"3,420"
1/10/2020,R1,Amortization,Germany,"3,420"
1/11/2020,R1,Amortization,Germany,"3,420"
1/12/2020,R1,Amortization,Germany,"3,420"
1/07/2020,R1,Amortization,Italy,"15,148"
1/08/2020,R1,Amortization,Italy,"15,148"
1/09/2020,R1,Amortization,Italy,"15,148"
1/10/2020,R1,Amortization,Italy,"15,148"
1/11/2020,R1,Amortization,Italy,"15,148"
1/12/2020,R1,Amortization,Italy,"15,148"
1/07/2020,R1,Amortization,Spain,"1,525"
1/08/2020,R1,Amortization,Spain,"1,525"
1/09/2020,R1,Amortization,Spain,"1,525"
1/10/2020,R1,Amortization,Spain,"1,525"
1/11/2020,R1,Amortization,Spain,"1,525"
1/12/2020,R1,Amortization,Spain,"1,525"
1/01/2020,R1,Depreciation,Austria,8
1/02/2020,R1,Depreciation,Austria,9
1/03/2020,R1,Depreciation,Austria,9
1/04/2020,R1,Depreciation,Austria,9
1/05/2020,R1,Depreciation,Austria,9
1/06/2020,R1,Depreciation,Austria,9
1/07/2020,R1,Depreciation,Austria,25
1/08/2020,R1,Depreciation,Austria,25
1/09/2020,R1,Depreciation,Austria,25
1/10/2020,R1,Depreciation,Austria,25
1/11/2020,R1,Depreciation,Austria,25
1/12/2020,R1,Depreciation,Austria,25
1/01/2020,R1,Depreciation,Belgium,3
1/02/2020,R1,Depreciation,Belgium,4
1/03/2020,R1,Depreciation,Belgium,3
1/04/2020,R1,Depreciation,Belgium,4
1/05/2020,R1,Depreciation,Belgium,4
1/06/2020,R1,Depreciation,Belgium,4
1/07/2020,R1,Depreciation,Belgium,29
1/08/2020,R1,Depreciation,Belgium,29
1/09/2020,R1,Depreciation,Belgium,29
1/10/2020,R1,Depreciation,Belgium,29
1/11/2020,R1,Depreciation,Belgium,29
1/12/2020,R1,Depreciation,Belgium,29
1/07/2020,R1,Depreciation,Germany,"9,665"
1/08/2020,R1,Depreciation,Germany,"9,665"
1/09/2020,R1,Depreciation,Germany,"9,665"
1/10/2020,R1,Depreciation,Germany,"9,665"
1/11/2020,R1,Depreciation,Germany,"9,665"
1/12/2020,R1,Depreciation,Germany,"9,665"
1/07/2020,R1,Depreciation,Italy,"30,163"
1/08/2020,R1,Depreciation,Italy,"30,163"
1/09/2020,R1,Depreciation,Italy,"30,163"
1/10/2020,R1,Depreciation,Italy,"30,163"
1/11/2020,R1,Depreciation,Italy,"30,163"
1/12/2020,R1,Depreciation,Italy,"30,163"
1/07/2020,R1,Depreciation,Spain,"1,484"
1/08/2020,R1,Depreciation,Spain,"1,484"
1/09/2020,R1,Depreciation,Spain,"1,484"
1/10/2020,R1,Depreciation,Spain,"1,484"
1/11/2020,R1,Depreciation,Spain,"1,484"
1/12/2020,R1,Depreciation,Spain,"1,484"
1/07/2020,R1,Depreciation,United Kingdom,797
1/08/2020,R1,Depreciation,United Kingdom,797
1/09/2020,R1,Depreciation,United Kingdom,797
1/10/2020,R1,Depreciation,United Kingdom,797
1/11/2020,R1,Depreciation,United Kingdom,797
1/12/2020,R1,Depreciation,United Kingdom,797
1/01/2020,R1,External Labor,Belgium,"13,896"
1/02/2020,R1,External Labor,Belgium,"77,148"
1/03/2020,R1,External Labor,Belgium,"59,160"
1/04/2020,R1,External Labor,Belgium,"162,220"
1/05/2020,R1,External Labor,Belgium,"42,304"
1/06/2020,R1,External Labor,Belgium,"177,956"
1/07/2020,R1,External Labor,Belgium,"153,019"
1/08/2020,R1,External Labor,Belgium,"153,019"
1/09/2020,R1,External Labor,Belgium,"153,019"
1/10/2020,R1,External Labor,Belgium,"153,019"
1/11/2020,R1,External Labor,Belgium,"153,019"
1/12/2020,R1,External Labor,Belgium,"153,019"
1/02/2020,R1,External Labor,Canada,192
1/07/2020,R1,External Labor,Canada,"11,284"
1/08/2020,R1,External Labor,Canada,"11,300"
1/09/2020,R1,External Labor,Canada,"11,300"
1/10/2020,R1,External Labor,Canada,"11,300"
1/11/2020,R1,External Labor,Canada,"11,300"
1/12/2020,R1,External Labor,Canada,"11,305"
1/01/2020,R1,External Labor,Germany,"-16,218"
1/02/2020,R1,External Labor,Germany,"27,899"
1/04/2020,R1,External Labor,Germany,"3,470"
1/05/2020,R1,External Labor,Germany,"3,048"
1/07/2020,R1,External Labor,Italy,"9,373"
1/08/2020,R1,External Labor,Italy,"9,373"
1/09/2020,R1,External Labor,Italy,"9,373"
1/10/2020,R1,External Labor,Italy,"9,373"
1/11/2020,R1,External Labor,Italy,"9,373"
1/12/2020,R1,External Labor,Italy,"9,373"
1/01/2020,R1,External Labor,Spain,66
1/07/2020,R1,External Labor,Spain,"2,035"
1/08/2020,R1,External Labor,Spain,"2,035"
1/09/2020,R1,External Labor,Spain,"2,035"
1/10/2020,R1,External Labor,Spain,"2,035"
1/11/2020,R1,External Labor,Spain,"2,035"
1/12/2020,R1,External Labor,Spain,"2,035"
1/01/2020,R1,External Labor,United Kingdom,"1,396"
1/02/2020,R1,External Labor,United Kingdom,"1,552"
1/03/2020,R1,External Labor,United Kingdom,"1,841"
1/04/2020,R1,External Labor,United Kingdom,"1,438"
1/05/2020,R1,External Labor,United Kingdom,"3,173"
1/06/2020,R1,External Labor,United Kingdom,"2,333"
1/01/2020,R1,Hardware,Canada,74
1/02/2020,R1,Hardware,Canada,74
1/03/2020,R1,Hardware,Canada,76
1/04/2020,R1,Hardware,Canada,76
1/05/2020,R1,Hardware,Canada,78
1/06/2020,R1,Hardware,Canada,76
1/07/2020,R1,Hardware,Canada,116
1/08/2020,R1,Hardware,Canada,116
1/09/2020,R1,Hardware,Canada,116
1/10/2020,R1,Hardware,Canada,116
1/11/2020,R1,Hardware,Canada,116
1/12/2020,R1,Hardware,Canada,116
1/01/2020,R1,Hardware Maintenance,Canada,"56,966"
1/07/2020,R1,Hardware Maintenance,Canada,"5,732"
1/08/2020,R1,Hardware Maintenance,Canada,"5,732"
1/09/2020,R1,Hardware Maintenance,Canada,"5,732"
1/10/2020,R1,Hardware Maintenance,Canada,"5,732"
1/11/2020,R1,Hardware Maintenance,Canada,"5,732"
1/12/2020,R1,Hardware Maintenance,Canada,"5,732"
1/01/2020,R1,Hardware Maintenance,Italy,717
1/01/2020,R1,Internal Labor,Austria,"3,287"
1/02/2020,R1,Internal Labor,Austria,"6,974"
1/03/2020,R1,Internal Labor,Austria,-91
1/04/2020,R1,Internal Labor,Austria,"7,221"
1/05/2020,R1,Internal Labor,Austria,"3,724"
1/06/2020,R1,Internal Labor,Austria,"23,017"
1/07/2020,R1,Internal Labor,Austria,"3,592"
1/08/2020,R1,Internal Labor,Austria,"3,592"
1/09/2020,R1,Internal Labor,Austria,"3,592"
1/10/2020,R1,Internal Labor,Austria,"3,592"
1/11/2020,R1,Internal Labor,Austria,"3,592"
1/12/2020,R1,Internal Labor,Austria,"3,592"
1/01/2020,R1,Internal Labor,Belgium,"18,762"
1/02/2020,R1,Internal Labor,Belgium,"19,676"
1/03/2020,R1,Internal Labor,Belgium,"16,885"
1/04/2020,R1,Internal Labor,Belgium,"18,536"
1/05/2020,R1,Internal Labor,Belgium,"19,591"
1/06/2020,R1,Internal Labor,Belgium,"22,585"
1/07/2020,R1,Internal Labor,Belgium,"10,775"
1/08/2020,R1,Internal Labor,Belgium,"10,775"
1/09/2020,R1,Internal Labor,Belgium,"10,775"
1/10/2020,R1,Internal Labor,Belgium,"10,775"
1/11/2020,R1,Internal Labor,Belgium,"10,775"
1/12/2020,R1,Internal Labor,Belgium,"10,775"
1/01/2020,R1,Internal Labor,Canada,"11,416"
1/02/2020,R1,Internal Labor,Canada,"13,416"
1/03/2020,R1,Internal Labor,Canada,"12,317"
1/04/2020,R1,Internal Labor,Canada,"11,670"
1/05/2020,R1,Internal Labor,Canada,"11,305"
1/06/2020,R1,Internal Labor,Canada,"11,191"
1/07/2020,R1,Internal Labor,Canada,"10,353"
1/08/2020,R1,Internal Labor,Canada,"10,338"
1/09/2020,R1,Internal Labor,Canada,"10,338"
1/10/2020,R1,Internal Labor,Canada,"10,338"
1/11/2020,R1,Internal Labor,Canada,"10,338"
1/12/2020,R1,Internal Labor,Canada,"10,338"
1/01/2020,R1,Internal Labor,Germany,"3,404"
1/02/2020,R1,Internal Labor,Germany,"-7,665"
1/03/2020,R1,Internal Labor,Germany,"1,035"
1/04/2020,R1,Internal Labor,Germany,711
1/05/2020,R1,Internal Labor,Germany,747
1/06/2020,R1,Internal Labor,Germany,672
1/07/2020,R1,Internal Labor,Germany,"3,592"
1/08/2020,R1,Internal Labor,Germany,"3,592"
1/09/2020,R1,Internal Labor,Germany,"3,592"
1/10/2020,R1,Internal Labor,Germany,"3,592"
1/11/2020,R1,Internal Labor,Germany,"3,592"
1/12/2020,R1,Internal Labor,Germany,"3,592"
1/01/2020,R1,Internal Labor,Italy,"3,799"
1/02/2020,R1,Internal Labor,Italy,"4,798"
1/03/2020,R1,Internal Labor,Italy,"1,895"
1/04/2020,R1,Internal Labor,Italy,"3,704"
1/05/2020,R1,Internal Labor,Italy,41
1/07/2020,R1,Internal Labor,Italy,"3,592"
1/08/2020,R1,Internal Labor,Italy,"3,592"
1/09/2020,R1,Internal Labor,Italy,"3,592"
1/10/2020,R1,Internal Labor,Italy,"3,592"
1/11/2020,R1,Internal Labor,Italy,"3,592"
1/12/2020,R1,Internal Labor,Italy,"3,592"
1/01/2020,R1,Internal Labor,Spain,"5,171"
1/02/2020,R1,Internal Labor,Spain,"5,083"
1/03/2020,R1,Internal Labor,Spain,"2,378"
1/04/2020,R1,Internal Labor,Spain,"2,437"
1/05/2020,R1,Internal Labor,Spain,"2,560"
1/06/2020,R1,Internal Labor,Spain,"2,469"
1/07/2020,R1,Internal Labor,Spain,"7,183"
1/08/2020,R1,Internal Labor,Spain,"7,183"
1/09/2020,R1,Internal Labor,Spain,"7,183"
1/10/2020,R1,Internal Labor,Spain,"7,183"
1/11/2020,R1,Internal Labor,Spain,"7,183"
1/12/2020,R1,Internal Labor,Spain,"7,183"
1/01/2020,R1,Internal Labor,United Kingdom,"2,005"
1/02/2020,R1,Internal Labor,United Kingdom,"-2,072"
1/02/2020,R1,Other,Austria,44
1/03/2020,R1,Other,Austria,33
1/04/2020,R1,Other,Austria,34
1/05/2020,R1,Other,Austria,34
1/06/2020,R1,Other,Austria,29
1/07/2020,R1,Other,Austria,"-3,208"
1/08/2020,R1,Other,Austria,"-3,208"
1/09/2020,R1,Other,Austria,"-3,208"
1/10/2020,R1,Other,Austria,"-3,208"
1/11/2020,R1,Other,Austria,"-3,208"
1/12/2020,R1,Other,Austria,"-3,208"
1/02/2020,R1,Other,Belgium,159
1/03/2020,R1,Other,Belgium,89
1/04/2020,R1,Other,Belgium,197
1/05/2020,R1,Other,Belgium,62
1/06/2020,R1,Other,Belgium,115
1/07/2020,R1,Other,Belgium,"-4,629"
1/08/2020,R1,Other,Belgium,"-4,629"
1/09/2020,R1,Other,Belgium,"-4,629"
1/10/2020,R1,Other,Belgium,"-4,629"
1/11/2020,R1,Other,Belgium,"-4,629"
1/12/2020,R1,Other,Belgium,"-4,629"
1/01/2020,R1,Other,Canada,5
1/03/2020,R1,Other,Canada,12
1/05/2020,R1,Other,Canada,14
1/07/2020,R1,Other,Canada,"5,506"
1/08/2020,R1,Other,Canada,"5,506"
1/09/2020,R1,Other,Canada,"5,506"
1/10/2020,R1,Other,Canada,"5,506"
1/11/2020,R1,Other,Canada,"5,506"
1/12/2020,R1,Other,Canada,"5,506"
1/01/2020,R1,Other,Germany,"-22,309"
1/02/2020,R1,Other,Germany,"23,230"
1/03/2020,R1,Other,Germany,"-2,343"
1/01/2020,R1,Other,Italy,776
1/03/2020,R1,Other,Italy,-152
1/04/2020,R1,Other,Italy,13
1/05/2020,R1,Other,Italy,4
1/04/2020,R1,Other,Spain,6
1/07/2020,R1,Other,Spain,"3,310"
1/08/2020,R1,Other,Spain,"3,310"
1/09/2020,R1,Other,Spain,"3,310"
1/10/2020,R1,Other,Spain,"3,310"
1/11/2020,R1,Other,Spain,"3,310"
1/12/2020,R1,Other,Spain,"3,310"
1/01/2020,R1,Recognition,Austria,33
1/02/2020,R1,Recognition,Austria,35
1/03/2020,R1,Recognition,Austria,35
1/04/2020,R1,Recognition,Austria,35
1/05/2020,R1,Recognition,Austria,43
1/06/2020,R1,Recognition,Austria,41
1/07/2020,R1,Recognition,Canada,33
1/08/2020,R1,Recognition,Canada,33
1/09/2020,R1,Recognition,Canada,33
1/10/2020,R1,Recognition,Canada,33
1/11/2020,R1,Recognition,Canada,33
1/12/2020,R1,Recognition,Canada,33
1/01/2020,R1,Severance,Austria,32
1/02/2020,R1,Severance,Austria,33
1/03/2020,R1,Severance,Austria,33
1/04/2020,R1,Severance,Austria,34
1/05/2020,R1,Severance,Austria,35
1/06/2020,R1,Severance,Austria,68
1/04/2020,R1,Severance,Belgium,85
1/01/2020,R1,Severance,Italy,199
1/02/2020,R1,Severance,Italy,152
1/03/2020,R1,Severance,Italy,108
1/04/2020,R1,Severance,Italy,198
1/04/2020,R1,Software Maintenance,Belgium,"2,684"
1/05/2020,R1,Software Maintenance,Belgium,"-1,422"
1/02/2020,R1,Software Maintenance,Italy,197
1/07/2020,R1,Software Maintenance,Italy,"6,205"
1/08/2020,R1,Software Maintenance,Italy,"6,205"
1/09/2020,R1,Software Maintenance,Italy,"6,205"
1/10/2020,R1,Software Maintenance,Italy,"6,205"
1/11/2020,R1,Software Maintenance,Italy,"6,205"
1/12/2020,R1,Software Maintenance,Italy,"6,205"
1/02/2020,R1,Supplies,Austria,31
1/02/2020,R1,Supplies,Canada,214
1/04/2020,R1,Supplies,Canada,15
1/07/2020,R1,Supplies,Canada,47
1/08/2020,R1,Supplies,Canada,47
1/09/2020,R1,Supplies,Canada,47
1/10/2020,R1,Supplies,Canada,47
1/11/2020,R1,Supplies,Canada,47
1/12/2020,R1,Supplies,Canada,47
1/01/2020,R1,Telecomm,Austria,24
1/02/2020,R1,Telecomm,Austria,36
1/03/2020,R1,Telecomm,Austria,16
1/04/2020,R1,Telecomm,Austria,25
1/05/2020,R1,Telecomm,Austria,19
1/06/2020,R1,Telecomm,Austria,22
1/07/2020,R1,Telecomm,Austria,48
1/08/2020,R1,Telecomm,Austria,48
1/09/2020,R1,Telecomm,Austria,48
1/10/2020,R1,Telecomm,Austria,48
1/11/2020,R1,Telecomm,Austria,48
1/12/2020,R1,Telecomm,Austria,48
1/01/2020,R1,Telecomm,Belgium,115
1/02/2020,R1,Telecomm,Belgium,119
1/03/2020,R1,Telecomm,Belgium,119
1/04/2020,R1,Telecomm,Belgium,122
1/05/2020,R1,Telecomm,Belgium,128
1/06/2020,R1,Telecomm,Belgium,124
1/07/2020,R1,Telecomm,Belgium,144
1/08/2020,R1,Telecomm,Belgium,144
1/09/2020,R1,Telecomm,Belgium,144
1/10/2020,R1,Telecomm,Belgium,144
1/11/2020,R1,Telecomm,Belgium,144
1/12/2020,R1,Telecomm,Belgium,144
1/01/2020,R1,Telecomm,Canada,93
1/02/2020,R1,Telecomm,Canada,246
1/03/2020,R1,Telecomm,Canada,398
