Backorder Risk;Distribution Center;Location;Product ID;Risk Score
74;Center J;USA;10003649;High
74;Center J;USA;10004319;High
74;Center J;USA;10004649;High
74;Center J;USA;10004929;High
74;Center J;USA;10005029;High
74;Center J;USA;10005299;High
74;Center J;USA;10007399;High
74;Center J;USA;10007419;High
74;Center J;USA;10008199;High
74;Center J;USA;10008279;High
74;Center J;USA;10008289;High
74;Center J;USA;10008649;High
74;Center J;USA;10008949;High
74;Center J;USA;10009039;High
74;Center J;USA;10009119;High
74;Center J;USA;10009439;High
74;Center J;USA;10010139;High
74;Center J;USA;10010359;High
74;Center J;USA;10010609;High
74;Center J;USA;10010709;High
74;Center J;USA;10011369;High
74;Center J;USA;10012369;High
74;Center J;USA;10012739;High
74;Center J;USA;10013279;High
74;Center J;USA;10013489;High
74;Center J;USA;10014269;High
74;Center J;USA;10014459;High
74;Center J;USA;10015049;High
74;Center J;USA;10015059;High
74;Center J;USA;10015189;High
74;Center J;USA;10015619;High
74;Center J;USA;10016309;High
74;Center J;USA;10016329;High
74;Center J;USA;10032329;High
74;Center J;USA;10033079;High
74;Center J;USA;10033109;High
74;Center J;USA;10033949;High
74;Center J;USA;10034179;High
74;Center J;USA;10034419;High
74;Center J;USA;10036039;High
74;Center J;USA;10036109;High
74;Center J;USA;10036719;High
74;Center J;USA;10037269;High
74;Center J;USA;10037389;High
74;Center J;USA;10037449;High
74;Center J;USA;10037839;High
74;Center J;USA;10037869;High
74;Center J;USA;10038179;High
74;Center J;USA;10038619;High
74;Center J;USA;10039219;High
74;Center J;USA;10039559;High
74;Center J;USA;10040599;Low
75;Center A;France;10040900;Low
75;Center A;France;10041360;Low
75;Center A;Greater China;10023150;High
75;Center A;Greater China;10023380;High
75;Center A;Greater China;10023680;High
75;Center A;Greater China;10024010;High
75;Center A;Greater China;10024070;High
75;Center A;Greater China;10024090;High
75;Center A;Greater China;10024700;High
75;Center A;Greater China;10025460;High
75;Center A;Greater China;10025730;High
75;Center A;Greater China;10026250;High
75;Center A;Greater China;10026530;High
75;Center A;Greater China;10027120;High
75;Center A;Greater China;10027140;High
75;Center A;Greater China;10042490;Low
75;Center A;Greater China;10042560;Low
75;Center A;Greater China;10042770;Low
75;Center A;Japan;10027860;High
75;Center A;Japan;10028350;High
75;Center A;Japan;10028360;High
75;Center A;Japan;10028380;High
75;Center A;Japan;10028490;High
75;Center A;Japan;10029110;High
75;Center A;Japan;10030630;High
75;Center A;Japan;10030640;High
75;Center A;Japan;10030800;High
75;Center A;Japan;10031070;High
75;Center A;Japan;10043510;Low
75;Center A;Japan;10043690;Low
75;Center A;Japan;10044590;Low
75;Center A;Japan;10044720;Low
75;Center A;Japan;10045000;Low
75;Center A;Japan;10045040;Low
75;Center A;Spain;10020360;High
75;Center A;Spain;10020840;High
75;Center A;Spain;10021220;High
75;Center A;Spain;10021460;High
75;Center A;Spain;10021980;High
75;Center A;UK;10017440;High
75;Center A;USA;10000650;High
75;Center A;USA;10001120;High
75;Center A;USA;10001980;High
75;Center A;USA;10002380;High
75;Center A;USA;10002760;High
75;Center A;USA;10002900;High
75;Center A;USA;10003420;High
75;Center A;USA;10003730;High
75;Center A;USA;10004060;High
75;Center A;USA;10004560;High
75;Center A;USA;10004840;High
75;Center A;USA;10005010;High
75;Center A;USA;10006050;High
75;Center A;USA;10006270;High
75;Center A;USA;10006430;High
75;Center A;USA;10006690;High
75;Center A;USA;10006890;High
75;Center A;USA;10007350;High
75;Center A;USA;10007410;High
75;Center A;USA;10007420;High
75;Center A;USA;10008050;High
75;Center A;USA;10008500;High
75;Center A;USA;10009390;High
75;Center A;USA;10009790;High
75;Center A;USA;10009860;High
75;Center A;USA;10010080;High
75;Center A;USA;10010160;High
75;Center A;USA;10010550;High
75;Center A;USA;10010580;High
75;Center A;USA;10011060;High
75;Center A;USA;10011140;High
75;Center A;USA;10012580;High
75;Center A;USA;10012940;High
75;Center A;USA;10013350;High
75;Center A;USA;10014440;High
75;Center A;USA;10014790;High
75;Center A;USA;10015240;High
75;Center A;USA;10015250;High
75;Center A;USA;10015480;High
75;Center A;USA;10015890;High
75;Center A;USA;10015920;High
75;Center A;USA;10016030;High
75;Center A;USA;10016400;High
75;Center A;USA;10016830;High
75;Center A;USA;10031820;High
75;Center A;USA;10031950;High
75;Center A;USA;10032570;High
75;Center A;USA;10032630;High
75;Center A;USA;10032660;High
75;Center A;USA;10033040;High
75;Center A;USA;10033340;High
75;Center A;USA;10033500;High
75;Center A;USA;10033730;High
75;Center A;USA;10033860;High
75;Center A;USA;10034430;High
75;Center A;USA;10035110;High
75;Center A;USA;10035400;High
75;Center A;USA;10035860;High
75;Center A;USA;10036110;High
75;Center A;USA;10036760;High
75;Center A;USA;10038050;High
75;Center A;USA;10038290;High
75;Center A;USA;10038380;High
75;Center A;USA;10039460;High
75;Center A;USA;10039760;High
75;Center A;USA;10039770;High
75;Center B;Australia;10045233;High
75;Center B;Australia;10047359;High
75;Center B;France;10018871;High
75;Center B;France;10041381;Low
75;Center B;Germany;10041791;Low
75;Center B;Greater China;10023911;High
75;Center B;Greater China;10023991;High
75;Center B;Greater China;10024371;High
75;Center B;Greater China;10024951;High
75;Center B;Greater China;10025741;High
75;Center B;Greater China;10026201;High
75;Center B;Greater China;10026691;High
75;Center B;Greater China;10027171;High
75;Center B;Greater China;10027181;High
75;Center B;Greater China;10027221;High
75;Center B;Greater China;10027481;High
75;Center B;Greater China;10042861;Low
75;Center B;Japan;10027851;High
75;Center B;Japan;10027991;High
75;Center B;Japan;10028571;High
75;Center B;Japan;10028721;High
75;Center B;Japan;10029601;High
75;Center B;Japan;10030131;High
75;Center B;Japan;10030581;High
75;Center B;Japan;10043441;Low
75;Center B;Japan;10043791;Low
75;Center B;Spain;10019871;High
75;Center B;Spain;10019991;High
75;Center B;Spain;10020001;High
75;Center B;Spain;10020261;High
75;Center B;Spain;10021151;High
75;Center B;Spain;10021251;High
75;Center B;Spain;10021531;High
75;Center B;Spain;10021611;High
75;Center B;Spain;10022251;High
75;Center B;Spain;10041921;Low
75;Center B;Spain;10042151;Low
75;Center B;UK;10016961;High
75;Center B;UK;10016991;High
75;Center B;UK;10017831;High
75;Center B;UK;10018071;High
75;Center B;UK;10018191;High
75;Center B;USA;10000821;High
75;Center B;USA;10001701;High
75;Center B;USA;10003031;High
75;Center B;USA;10003621;High
75;Center B;USA;10003901;High
75;Center B;USA;10004291;High
75;Center B;USA;10004361;High
75;Center B;USA;10004591;High
75;Center B;USA;10005011;High
75;Center B;USA;10005161;High
75;Center B;USA;10005391;High
75;Center B;USA;10005451;High
75;Center B;USA;10006971;High
75;Center B;USA;10006991;High
75;Center B;USA;10007251;High
75;Center B;USA;10008041;High
75;Center B;USA;10010251;High
75;Center B;USA;10010651;High
75;Center B;USA;10010931;High
75;Center B;USA;10011041;High
75;Center B;USA;10012281;High
75;Center B;USA;10013111;High
75;Center B;USA;10013141;High
75;Center B;USA;10014191;High
75;Center B;USA;10014451;High
75;Center B;USA;10014551;High
75;Center B;USA;10015111;High
75;Center B;USA;10015391;High
75;Center B;USA;10015441;High
75;Center B;USA;10015541;High
75;Center B;USA;10015691;High
75;Center B;USA;10016171;High
75;Center B;USA;10016211;High
75;Center B;USA;10016451;High
75;Center B;USA;10032111;High
75;Center B;USA;10032751;High
75;Center B;USA;10035221;High
75;Center B;USA;10035831;High
75;Center B;USA;10035911;High
75;Center B;USA;10037371;High
75;Center B;USA;10037401;High
75;Center B;USA;10037451;High
75;Center B;USA;10037701;High
75;Center B;USA;10037901;High
75;Center B;USA;10038261;High
75;Center B;USA;10038561;High
75;Center B;USA;10038841;High
75;Center B;USA;10039741;High
75;Center B;USA;10040541;Low
75;Center B;USA;10040561;Low
75;Center C;Brazil;10050996;Low
75;Center C;Brazil;10051234;Low
75;Center C;Brazil;10051278;Low
75;Center C;Brazil;10052113;Low
75;Center C;Brazil;10052177;Low
75;Center C;France;10018642;High
75;Center C;France;10018762;High
75;Center C;France;10018872;High
75;Center C;France;10019202;High
75;Center C;France;10041212;Low
75;Center C;France;10041542;Low
75;Center C;France;10041672;Low
75;Center C;Greater China;10022792;High
75;Center C;Greater China;10023412;High
75;Center C;Greater China;10023432;High
75;Center C;Greater China;10024552;High
75;Center C;Greater China;10024802;High
75;Center C;Greater China;10025712;High
75;Center C;Greater China;10026462;High
75;Center C;Greater China;10026832;High
75;Center C;Greater China;10026932;High
75;Center C;Greater China;10026972;High
75;Center C;Greater China;10027192;High
75;Center C;Greater China;10042372;Low
75;Center C;Greater China;10042602;Low
75;Center C;Greater China;10042822;Low
75;Center C;Greater China;10042872;Low
75;Center C;Greater China;10042902;Low
75;Center C;Japan;10027632;High
75;Center C;Japan;10028152;High
75;Center C;Japan;10028292;High
75;Center C;Japan;10028412;High
75;Center C;Japan;10029572;High
75;Center C;Japan;10029852;High
75;Center C;Japan;10030332;High
75;Center C;Japan;10030582;High
75;Center C;Japan;10031272;High
75;Center C;Japan;10044042;Low
75;Center C;Japan;10044182;Low
75;Center C;Japan;10044662;Low
75;Center C;Japan;10045062;Low
75;Center C;SouthAfrica;10045861;Low
75;Center C;SouthAfrica;10046010;Low
75;Center C;SouthAfrica;10046570;Low
75;Center C;SouthAfrica;10046790;High
75;Center C;SouthAfrica;10046890;Low
75;Center C;SouthAfrica;10047370;Low
75;Center C;SouthAfrica;10047681;Low
75;Center C;SouthAfrica;10047781;Low
75;Center C;SouthAfrica;10047901;Low
75;Center C;SouthAfrica;10048050;High
75;Center C;SouthAfrica;10048850;Low
75;Center C;SouthAfrica;10049310;Low
75;Center C;SouthAfrica;10049630;Low
75;Center C;SouthAfrica;10050121;Low
75;Center C;SouthAfrica;10050170;Low
75;Center C;SouthAfrica;10050310;Low
75;Center C;Spain;10019532;High
75;Center C;Spain;10019682;High
75;Center C;Spain;10019742;High
75;Center C;Spain;10020062;High
75;Center C;Spain;10020332;High
75;Center C;Spain;10020962;High
75;Center C;Spain;10021212;High
75;Center C;Spain;10021562;High
75;Center C;Spain;10021612;High
75;Center C;UK;10017002;High
75;Center C;UK;10017312;High
75;Center C;UK;10017462;High
75;Center C;UK;10017612;High
75;Center C;UK;10018502;High
75;Center C;USA;10000582;High
75;Center C;USA;10000962;High
75;Center C;USA;10001062;High
75;Center C;USA;10001082;High
75;Center C;USA;10001142;High
75;Center C;USA;10001632;High
75;Center C;USA;10001662;High
75;Center C;USA;10002292;High
75;Center C;USA;10002682;High
75;Center C;USA;10002952;High
75;Center C;USA;10003202;High
75;Center C;USA;10003512;High
75;Center C;USA;10004142;High
75;Center C;USA;10004932;High
75;Center C;USA;10005152;High
75;Center C;USA;10005802;High
75;Center C;USA;10006742;High
75;Center C;USA;10006892;High
75;Center C;USA;10007072;High
75;Center C;USA;10010082;High
75;Center C;USA;10010302;High
75;Center C;USA;10010672;High
75;Center C;USA;10010712;High
75;Center C;USA;10010972;High
75;Center C;USA;10011962;High
75;Center C;USA;10012022;High
75;Center C;USA;10012172;High
75;Center C;USA;10012912;High
75;Center C;USA;10013562;High
75;Center C;USA;10014022;High
75;Center C;USA;10014292;High
75;Center C;USA;10014472;High
75;Center C;USA;10014642;High
75;Center C;USA;10014722;High
75;Center C;USA;10014782;High
75;Center C;USA;10014952;High
75;Center C;USA;10015522;High
75;Center C;USA;10016172;High
75;Center C;USA;10016262;High
75;Center C;USA;10016412;High
75;Center C;USA;10032282;High
75;Center C;USA;10033122;High
75;Center C;USA;10033562;High
75;Center C;USA;10033722;High
75;Center C;USA;10033952;High
75;Center C;USA;10034042;High
75;Center C;USA;10034662;High
75;Center C;USA;10035042;High
75;Center C;USA;10035092;High
75;Center C;USA;10035262;High
75;Center C;USA;10037552;High
75;Center C;USA;10037962;High
75;Center C;USA;10038032;High
75;Center C;USA;10038062;High
75;Center C;USA;10039382;High
75;Center D;Brazil;10045283;Low
75;Center D;France;10041013;Low
75;Center D;France;10041433;Low
75;Center D;France;10041463;Low
75;Center D;France;10041473;Low
75;Center D;France;10041563;Low
75;Center D;France;10041673;Low
75;Center D;Greater China;10022993;High
75;Center D;Greater China;10023073;High
75;Center D;Greater China;10023403;High
75;Center D;Greater China;10023943;High
75;Center D;Greater China;10024073;High
75;Center D;Greater China;10024173;High
75;Center D;Greater China;10024193;High
75;Center D;Greater China;10026813;High
75;Center D;Greater China;10027093;High
75;Center D;Greater China;10027143;High
75;Center D;Greater China;10042423;Low
75;Center D;Greater China;10042653;Low
75;Center D;Japan;10028603;High
75;Center D;Japan;10029203;High
75;Center D;Japan;10029443;High
75;Center D;Japan;10029883;High
75;Center D;Japan;10030713;High
75;Center D;Japan;10043003;Low
75;Center D;Japan;10043163;Low
75;Center D;Japan;10043203;Low
75;Center D;Japan;10043753;Low
75;Center D;Japan;10043883;Low
75;Center D;Japan;10043973;Low
75;Center D;Japan;10044113;Low
75;Center D;Japan;10044343;Low
75;Center D;Japan;10044453;Low
75;Center D;Japan;10044533;Low
75;Center D;Japan;10044623;Low
75;Center D;Japan;10044683;Low
75;Center D;Japan;10045133;Low
75;Center D;Spain;10020483;High
75;Center D;Spain;10020583;High
75;Center D;Spain;10020663;High
75;Center D;Spain;10020923;High
75;Center D;Spain;10021153;High
75;Center D;Spain;10021233;High
75;Center D;Spain;10021693;High
75;Center D;Spain;10021783;High
75;Center D;Spain;10041873;Low
75;Center D;UK;10016863;High
75;Center D;UK;10017993;High
75;Center D;UK;10018353;High
75;Center D;USA;10000183;High
75;Center D;USA;10000573;High
75;Center D;USA;10001153;High
75;Center D;USA;10001693;High
75;Center D;USA;10001743;High
75;Center D;USA;10002133;High
75;Center D;USA;10002393;High
75;Center D;USA;10002473;High
75;Center D;USA;10003073;High
75;Center D;USA;10004003;High
75;Center D;USA;10004133;High
75;Center D;USA;10004233;High
75;Center D;USA;10005033;High
75;Center D;USA;10005813;High
75;Center D;USA;10006143;High
75;Center D;USA;10007143;High
75;Center D;USA;10007293;High
75;Center D;USA;10007313;High
75;Center D;USA;10007343;High
75;Center D;USA;10007483;High
75;Center D;USA;10008093;High
75;Center D;USA;10008193;High
75;Center D;USA;10008333;High
75;Center D;USA;10008473;High
75;Center D;USA;10008923;High
75;Center D;USA;10009113;High
75;Center D;USA;10009553;High
75;Center D;USA;10010173;High
75;Center D;USA;10010373;High
75;Center D;USA;10011753;High
75;Center D;USA;10011773;High
75;Center D;USA;10011903;High
75;Center D;USA;10012743;High
75;Center D;USA;10012893;High
75;Center D;USA;10013463;High
75;Center D;USA;10013493;High
75;Center D;USA;10014483;High
75;Center D;USA;10014903;High
75;Center D;USA;10015203;High
75;Center D;USA;10015383;High
75;Center D;USA;10015643;High
75;Center D;USA;10015853;High
75;Center D;USA;10016023;High
75;Center D;USA;10016393;High
75;Center D;USA;10016733;High
75;Center D;USA;10032683;High
75;Center D;USA;10032753;High
75;Center D;USA;10032913;High
75;Center D;USA;10033053;High
75;Center D;USA;10033633;High
75;Center D;USA;10034153;High
75;Center D;USA;10034193;High
75;Center D;USA;10034663;High
75;Center D;USA;10034893;High
75;Center D;USA;10035053;High
75;Center D;USA;10035803;High
75;Center D;USA;10035873;High
75;Center D;USA;10036223;High
75;Center D;USA;10037443;High
75;Center D;USA;10037903;High
75;Center D;USA;10039163;High
75;Center D;USA;10039663;High
75;Center D;USA;10039793;High
75;Center E;Brazil;10045268;Low
75;Center E;Brazil;10050478;Low
75;Center E;Brazil;10050619;Low
75;Center E;Brazil;10050944;Low
75;Center E;Brazil;10051463;Low
75;Center E;Brazil;10051962;Low
75;Center E;France;10018574;High
75;Center E;France;10018944;High
75;Center E;France;10019054;High
75;Center E;France;10019084;High
75;Center E;France;10019404;High
75;Center E;France;10041064;Low
75;Center E;France;10041344;Low
75;Center E;France;10041654;Low
75;Center E;Germany;10041764;Low
75;Center E;Greater China;10023044;High
75;Center E;Greater China;10023544;High
75;Center E;Greater China;10024424;High
75;Center E;Greater China;10024704;High
75;Center E;Greater China;10025294;High
75;Center E;Greater China;10025804;High
75;Center E;Greater China;10026514;High
75;Center E;Greater China;10026794;High
75;Center E;Greater China;10027084;High
75;Center E;Greater China;10027364;High
75;Center E;Greater China;10027424;High
75;Center E;Greater China;10042454;Low
75;Center E;Greater China;10042514;Low
75;Center E;Japan;10027694;High
75;Center E;Japan;10028774;High
75;Center E;Japan;10029204;High
75;Center E;Japan;10029224;High
75;Center E;Japan;10029514;High
75;Center E;Japan;10029954;High
75;Center E;Japan;10030064;High
75;Center E;Japan;10030354;High
75;Center E;Japan;10030724;High
75;Center E;Japan;10031024;High
75;Center E;Japan;10031394;High
75;Center E;Japan;10043814;Low
75;Center E;Japan;10044084;Low
75;Center E;Japan;10044304;Low
75;Center E;Japan;10044664;Low
75;Center E;Japan;10044794;Low
75;Center E;Japan;10045104;Low
75;Center E;SouthAfrica;10045735;High
75;Center E;SouthAfrica;10045815;Low
75;Center E;SouthAfrica;10045911;Low
75;Center E;SouthAfrica;10047191;Low
75;Center E;SouthAfrica;10047522;Low
75;Center E;SouthAfrica;10047715;Low
75;Center E;SouthAfrica;10047731;Low
75;Center E;SouthAfrica;10047735;Low
75;Center E;SouthAfrica;10048935;Low
75;Center E;SouthAfrica;10048951;Low
75;Center E;SouthAfrica;10049042;Low
75;Center E;SouthAfrica;10049444;Low
75;Center E;SouthAfrica;10049791;Low
75;Center E;SouthAfrica;10050195;Low
75;Center E;SouthAfrica;10050264;Low
75;Center E;Spain;10020324;High
75;Center E;Spain;10021894;High
75;Center E;Spain;10022014;High
75;Center E;Spain;10041874;Low
75;Center E;UK;10017354;High
75;Center E;UK;10017484;High
75;Center E;UK;10017624;High
75;Center E;UK;10018204;High
75;Center E;USA;10000244;High
75;Center E;USA;10002464;High
75;Center E;USA;10002484;High
75;Center E;USA;10002514;High
75;Center E;USA;10002754;High
75;Center E;USA;10002984;High
75;Center E;USA;10003534;High
75;Center E;USA;10003544;High
75;Center E;USA;10003964;High
75;Center E;USA;10004234;High
75;Center E;USA;10004624;High
75;Center E;USA;10004884;High
75;Center E;USA;10005834;High
75;Center E;USA;10007274;High
75;Center E;USA;10007324;High
75;Center E;USA;10007584;High
75;Center E;USA;10007684;High
75;Center E;USA;10007884;High
75;Center E;USA;10009004;High
75;Center E;USA;10009164;High
75;Center E;USA;10009294;High
75;Center E;USA;10009464;High
75;Center E;USA;10009524;High
75;Center E;USA;10010844;High
75;Center E;USA;10011964;High
75;Center E;USA;10012004;High
75;Center E;USA;10012564;High
75;Center E;USA;10012634;High
75;Center E;USA;10012814;High
75;Center E;USA;10013614;High
75;Center E;USA;10014454;High
75;Center E;USA;10014714;High
75;Center E;USA;10014944;High
75;Center E;USA;10015364;High
75;Center E;USA;10015654;High
75;Center E;USA;10015724;High
75;Center E;USA;10016344;High
75;Center E;USA;10032134;High
75;Center E;USA;10032264;High
75;Center E;USA;10032494;High
75;Center E;USA;10032634;High
75;Center E;USA;10034384;High
75;Center E;USA;10034914;High
75;Center E;USA;10035034;High
75;Center E;USA;10035064;High
75;Center E;USA;10037944;High
75;Center E;USA;10038204;High
75;Center E;USA;10038484;High
75;Center E;USA;10039104;High
75;Center E;USA;10039294;High
75;Center E;USA;10039484;High
75;Center E;USA;10040534;Low
75;Center F;Brazil;10045311;Low
75;Center F;Brazil;10045639;Low
75;Center F;Brazil;10050785;Low
75;Center F;Brazil;10051042;Low
75;Center F;Brazil;10051240;Low
75;Center F;Brazil;10051706;Low
75;Center F;Brazil;10051963;Low
75;Center F;Brazil;10051967;Low
75;Center F;Brazil;10052161;Low
75;Center F;France;10018625;High
75;Center F;France;10018935;High
75;Center F;France;10019375;High
75;Center F;France;10040815;Low
75;Center F;France;10040885;Low
75;Center F;France;10041225;Low
75;Center F;France;10041505;Low
75;Center F;Greater China;10023185;High
75;Center F;Greater China;10023315;High
75;Center F;Greater China;10023825;High
75;Center F;Greater China;10024085;High
75;Center F;Greater China;10027285;High
75;Center F;Greater China;10027445;High
75;Center F;Greater China;10027455;High
75;Center F;Greater China;10027465;High
75;Center F;Greater China;10042855;Low
75;Center F;Japan;10029125;High
75;Center F;Japan;10029565;High
75;Center F;Japan;10030725;High
75;Center F;Japan;10031035;High
75;Center F;Japan;10031495;High
75;Center F;Japan;10042975;Low
75;Center F;Japan;10043675;Low
75;Center F;Japan;10043755;Low
75;Center F;Japan;10044185;Low
75;Center F;Japan;10044885;Low
75;Center F;SouthAfrica;10046203;Low
75;Center F;SouthAfrica;10046245;Low
75;Center F;SouthAfrica;10046263;Low
75;Center F;SouthAfrica;10046283;Low
75;Center F;SouthAfrica;10046285;Low
75;Center F;SouthAfrica;10046296;Low
75;Center F;SouthAfrica;10046563;Low
75;Center F;SouthAfrica;10046572;High
75;Center F;SouthAfrica;10046652;High
75;Center F;SouthAfrica;10046825;Low
75;Center F;SouthAfrica;10046892;Low
75;Center F;SouthAfrica;10046985;Low
75;Center F;SouthAfrica;10047492;Low
75;Center F;SouthAfrica;10047512;Low
75;Center F;SouthAfrica;10047725;Low
75;Center F;SouthAfrica;10048223;Low
75;Center F;SouthAfrica;10048372;Low
75;Center F;SouthAfrica;10048576;Low
75;Center F;SouthAfrica;10048705;Low
75;Center F;SouthAfrica;10048996;Low
75;Center F;SouthAfrica;10049705;High
75;Center F;SouthAfrica;10049825;Low
75;Center F;SouthAfrica;10050056;Low
75;Center F;SouthAfrica;10050223;Low
75;Center F;Spain;10020045;High
75;Center F;Spain;10020495;High
75;Center F;Spain;10021445;High
75;Center F;UK;10017075;High
75;Center F;UK;10017365;High
75;Center F;UK;10017465;High
75;Center F;USA;10000495;High
75;Center F;USA;10001505;High
75;Center F;USA;10002835;High
75;Center F;USA;10003345;High
75;Center F;USA;10003545;High
75;Center F;USA;10004015;High
75;Center F;USA;10004445;High
75;Center F;USA;10004795;High
75;Center F;USA;10006245;High
75;Center F;USA;10006535;High
75;Center F;USA;10008725;High
75;Center F;USA;10009635;High
75;Center F;USA;10010115;High
75;Center F;USA;10010345;High
75;Center F;USA;10010715;High
75;Center F;USA;10010835;High
75;Center F;USA;10010915;High
75;Center F;USA;10012345;High
75;Center F;USA;10013215;High
75;Center F;USA;10014785;High
75;Center F;USA;10015305;High
75;Center F;USA;10015725;High
75;Center F;USA;10016005;High
75;Center F;USA;10032195;High
75;Center F;USA;10032255;High
75;Center F;USA;10032295;High
75;Center F;USA;10033385;High
75;Center F;USA;10033695;High
75;Center F;USA;10036245;High
75;Center F;USA;10036305;High
75;Center F;USA;10037285;High
75;Center F;USA;10037685;High
75;Center F;USA;10037795;High
75;Center F;USA;10037915;High
75;Center F;USA;10038105;High
75;Center F;USA;10038235;High
75;Center F;USA;10038965;High
75;Center F;USA;10039135;High
75;Center F;USA;10040555;Low
75;Center G;Brazil;10045302;Low
75;Center G;Brazil;10045510;Low
75;Center G;Brazil;10045596;Low
75;Center G;Brazil;10050511;Low
75;Center G;Brazil;10050673;Low
75;Center G;Brazil;10050815;Low
75;Center G;Brazil;10050932;Low
75;Center G;Brazil;10051553;Low
75;Center G;Brazil;10051663;Low
75;Center G;Brazil;10051758;Low
75;Center G;Brazil;10052151;Low
75;Center G;Brazil;10052246;Low
75;Center G;France;10018716;High
75;Center G;France;10040726;Low
75;Center G;France;10041176;Low
75;Center G;Greater China;10023186;High
75;Center G;Greater China;10023366;High
75;Center G;Greater China;10023936;High
75;Center G;Greater China;10023946;High
75;Center G;Greater China;10024486;High
75;Center G;Greater China;10024896;High
75;Center G;Greater China;10025216;High
75;Center G;Greater China;10025526;High
75;Center G;Greater China;10026076;High
75;Center G;Greater China;10026286;High
75;Center G;Greater China;10026746;High
75;Center G;Greater China;10042546;Low
75;Center G;Japan;10027756;High
75;Center G;Japan;10028886;High
75;Center G;Japan;10030016;High
75;Center G;Japan;10030936;High
75;Center G;Japan;10031036;High
75;Center G;Japan;10031216;High
75;Center G;Japan;10031286;High
75;Center G;Japan;10042996;Low
75;Center G;Japan;10044336;Low
75;Center G;Japan;10044366;Low
75;Center G;Japan;10044606;Low
75;Center G;Japan;10044656;Low
75;Center G;SouthAfrica;10045733;Low
75;Center G;SouthAfrica;10045753;High
75;Center G;SouthAfrica;10046026;Low
75;Center G;SouthAfrica;10046033;Low
75;Center G;SouthAfrica;10046306;High
75;Center G;SouthAfrica;10046906;Low
75;Center G;SouthAfrica;10047513;Low
75;Center G;SouthAfrica;10047646;Low
75;Center G;SouthAfrica;10048173;High
75;Center G;SouthAfrica;10048693;Low
75;Center G;SouthAfrica;10049206;Low
75;Center G;SouthAfrica;10049306;Low
75;Center G;SouthAfrica;10049526;Low
75;Center G;SouthAfrica;10049697;Low
75;Center G;SouthAfrica;10049773;Low
75;Center G;SouthAfrica;10050077;Low
75;Center G;Spain;10019766;High
75;Center G;Spain;10020166;High
75;Center G;Spain;10021596;High
75;Center G;Spain;10041916;Low
75;Center G;UK;10017036;High
75;Center G;UK;10017946;High
75;Center G;UK;10018426;High
75;Center G;USA;10000096;High
75;Center G;USA;10000136;High
75;Center G;USA;10000366;High
75;Center G;USA;10000826;High
75;Center G;USA;10001186;High
75;Center G;USA;10001306;High
75;Center G;USA;10001976;High
75;Center G;USA;10002066;High
75;Center G;USA;10002756;High
75;Center G;USA;10002906;High
75;Center G;USA;10003006;High
75;Center G;USA;10003466;High
75;Center G;USA;10003726;High
75;Center G;USA;10003996;High
75;Center G;USA;10004546;High
75;Center G;USA;10004866;High
75;Center G;USA;10004876;High
75;Center G;USA;10005326;High
75;Center G;USA;10005336;High
75;Center G;USA;10005406;High
75;Center G;USA;10005416;High
75;Center G;USA;10006106;High
75;Center G;USA;10006126;High
75;Center G;USA;10006846;High
75;Center G;USA;10007226;High
75;Center G;USA;10007666;High
75;Center G;USA;10008936;High
75;Center G;USA;10010106;High
75;Center G;USA;10011436;High
75;Center G;USA;10011786;High
75;Center G;USA;10013036;High
75;Center G;USA;10013276;High
75;Center G;USA;10013386;High
75;Center G;USA;10013766;High
75;Center G;USA;10013956;High
75;Center G;USA;10013996;High
75;Center G;USA;10014036;High
75;Center G;USA;10014426;High
75;Center G;USA;10014576;High
75;Center G;USA;10014936;High
75;Center G;USA;10015256;High
75;Center G;USA;10015786;High
75;Center G;USA;10016106;High
75;Center G;USA;10031706;High
75;Center G;USA;10032156;High
75;Center G;USA;10032626;High
75;Center G;USA;10032776;High
75;Center G;USA;10033806;High
75;Center G;USA;10034126;High
75;Center G;USA;10035396;High
75;Center G;USA;10035536;High
75;Center G;USA;10035706;High
75;Center G;USA;10036756;High
75;Center G;USA;10037166;High
75;Center G;USA;10037556;High
75;Center G;USA;10037766;High
75;Center G;USA;10037846;High
75;Center G;USA;10038046;High
75;Center G;USA;10038766;High
75;Center G;USA;10038916;High
75;Center G;USA;10039296;High
75;Center G;USA;10039696;High
75;Center G;USA;10039866;High
75;Center G;USA;10040606;Low
75;Center G;USA;10040616;Low
75;Center H;Brazil;10045279;Low
75;Center H;Brazil;10045675;High
75;Center H;Brazil;10045697;High
75;Center H;Brazil;10050538;Low
75;Center H;Brazil;10050572;High
75;Center H;Brazil;10050713;High
75;Center H;Brazil;10050862;High
75;Center H;Brazil;10050876;High
75;Center H;Brazil;10050958;Low
75;Center H;Brazil;10051004;Low
75;Center H;Brazil;10051589;Low
75;Center H;Brazil;10051590;High
75;Center H;Brazil;10051621;Low
75;Center H;Brazil;10051785;Low
75;Center H;Brazil;10051794;High
75;Center H;Brazil;10051969;Low
75;Center H;Brazil;10052148;Low
75;Center H;France;10018657;High
75;Center H;France;10018717;High
75;Center H;France;10040917;Low
75;Center H;France;10041057;Low
75;Center H;Greater China;10022637;High
75;Center H;Greater China;10022857;High
75;Center H;Greater China;10023917;High
75;Center H;Greater China;10024487;High
75;Center H;Greater China;10025867;High
75;Center H;Greater China;10025897;High
75;Center H;Greater China;10026377;High
